股票代码,描述
002478,"江苏常宝钢管股份有限公司主要从事各种高端特种专用管材的研发生产和销售，主要产品包括油气开采用管、电站锅炉用管、工程机械用管、石化换热器用管、汽车用管、船舶用管以及其他细分市场特殊用管。公司小口径高压锅炉管具有领先的竞争优势和行业地位。公司或主要子公司是“国家高新技术企业”、“国家专精特新小巨人企业”、“江苏省专精特新中小企业”、“江苏省质量标杆企业”、“江苏省质量信用AAA级企业”、“工业五星级企业”，产品服务国内外品牌龙头企业，客户涵盖国内外知名的石油公司、电力及能源公司、石化公司、机械装备制造公司。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002479,"浙江富春江环保热电股份有限公司主营业务为热电联产业务、固废(危废)资源化业务、环境监测治理业务。公司主要产品及服务是清洁热能、有色金属资源综合利用、清洁电能、EPC总包工程、食品级卡纸、其他、化机杨木浆、固废处置等。公司进入行业较早，通过早期的扩张发展与积累形成了一定的垄断优势，目前已形成日处理垃圾能力1,000吨，污泥处置能力7,000吨，是国内大型的环保公用型污泥、垃圾协同处置的节能环保企业，固废处置规模全国领先。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002480,"成都市新筑路桥机械股份有限公司主营业务为轨道交通业务、桥梁功能部件、光伏发电。公司主要产品有桥梁支座、桥梁伸缩装置、预应力锚具。公司已发展成为一家能够为客户提供从产品研发、设计、生产到现场售后服务整体解决方案的全国行业知名领先企业。国内绝大部分的高速铁路、高速公路和世界级桥梁工程均应用了公司的桥梁功能部件产品，并远销亚洲、欧洲、非洲、美洲的多个国家和地区，行业地位领先。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002481,"烟台双塔食品股份有限公司主营业务主要包括豌豆蛋白、粉丝、膳食纤维等。公司的主要产品为纯豆粉丝、杂粮粉丝、红薯粉条、豌豆蛋白、膳食纤维、食用菌等。公司是行业内最大的龙口粉丝生产企业,也是唯一一家上市企业。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002482,"深圳广田集团股份有限公司主营业务是建筑装饰工程的设计与施工以及绿色建材研发。公司主要产品包括工程金融、智能工程、建筑装饰等。公司作为批量住宅精装修领域第一名,拥有20余年住宅精装修经验,形成了独具特色的标准化体系和管控模式,开创了与国内众多大型房地产开发商住宅精装战略合作的先河。在精装房施工方面,市场占有率全国第一。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002483,"江苏润邦重工股份有限公司主营业务为高端装备业务(主要包括各类物料搬运装备、船舶配套装备、海洋工程装备等业务)；以及环保业务(主要包括危废及医废处理处置服务、污泥处理处置服务等)。公司主要产品或服务为物料搬运装备、海洋工程装备、船舶配套装备及危废医废处理服务、污泥处理服务、再生能源热电等。公司现拥有品牌——“杰马/GENMA”，“杰马/GENMA”品牌运用于公司物料搬运装备产品。通过多年的市场经营，公司品牌已具备较高的市场知名度。“杰马/GENMA”商标被认定为“江苏省著名商标”，同时获得了由江苏省名牌战略推进委员会颁发的“江苏名牌产品证书”。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002484,"南通江海电容器股份有限公司主营业务是铝电解电容器（及核心材料）、薄膜电容器、超级电容器。公司主要产品及服务是电容器、电极箔和其他。公司是全球在电力电子领域少数几家同时在三大类电容器进行研发、制造和销售的企业之一，因应了下游战略性新兴产业的发展对基础元器件的需求，业务遍布工业自动化、机器人、消费电子、轨道交通、5G通讯设备、新能源、智能电网、军工等多个领域，工业类电容器的技术性能和产销量位列全球同行前列，成为中高端市场的主流产品。以性能、品质和服务铸就的“jianghai”、“江海”是中国驰名商标、江苏省名牌产品，具有较高的知名度和客户满意度及一定的议价能力。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002485,"雪松发展股份有限公司主要从事设计、生产和销售西装、衬衫及其他服饰类产品、文化旅游业务、供应链管理业务。公司""希努尔SINOER""、""新郎-希努尔""、""新郎-XINLANG""三个商标被认定为中国驰名商标.公司生产的男西服套装、衬衫、西裤等产品获得国家质量监督检验检疫总局授予的""中国名牌产品""称号,还获得中国纺织服装影响力大奖组委会授予的""最具时尚影响力服装产品""称号。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002486,"上海嘉麟杰纺织品股份有限公司的主营业务为面向户外运动的高档织物面料及成衣的生产和销售；公司的主要产品为自主研发的三大针织面料系列，即以高弹纤维形成高密挡风层服装面料为代表的起绒类面料系列、以薄型保暖弹性内衣面料为代表的纬编羊毛面料系列和以导湿保暖空气夹层服装面料为代表的运动型功能面料系列。公司获评“国家级工业产品绿色设计示范企业”“2023年国家知识产权优势企业”“2023年度上海市级智能工厂”称号、入选“2023上海民营制造业企业100强”“2023年上海市专精特新中小企业”，且斩获“2023年度可持续发展示范企业”“2023年度锐意进取绿色发展先锋企业”等多个称号和奖项。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002487,"大金重工股份有限公司主营业务为风力发电设备制造。公司主要产品是常规陆塔、大直径分片式陆塔、低风速柔性高塔、海塔、单桩、群桩、导管架、海上升压站等风电设备及相关零部件。公司多次被客户授予“质量标杆”、“五星供应商”、“金牌供应商”等荣誉。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002488,"浙江金固股份有限公司主营业务是汽车车轮的研发、生产、销售。公司的主要产品为阿凡达低碳车轮乘用车车轮、普通乘用车车轮、阿凡达低碳车轮商用车车轮、普通商用车车轮。公司还是商务部和国家发改委认定的首批“国家汽车零部件出口基地企业”，被中国汽车工业协会评选为“中国汽车零部件车轮行业龙头企业”，是国家工信部评选的“绿色工厂”，获得“国家知识产权示范企业”称号，入选浙江省“专精特新”企业名单，获得2023年浙江机械工业科学技术等奖项。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002489,"浙江永强集团股份有限公司的主营业务是户外休闲家具及用品的设计研发、生产和销售的企业。主要产品是户外休闲家具、遮阳伞、帐篷三大系列。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002490,"山东墨龙石油机械股份有限公司主要从事能源装备行业所需产品的设计研发、加工制造、销售服务与出口贸易。产品主要有石油钻采机械装备、石油天然气输送装备、油气开采装备、主要关键部件、铸锻产品等。公司通过了ISO9001国际质量体系认证、ISO14001环境管理体系认证和OHSAS18001职业健康安全管理体系认证，并通过QES管理体系后续再认证审核，主导产品获准使用美国石油学会（简称“API”）行业会标，为公司顺利进入国内外油田市场取得了通行证。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
002491,"通鼎互联信息股份有限公司是一家从事通信光电缆研发、生产和销售的公司。公司目前的业务主要包括通信光电缆、ODN设备、网络安全和移动互联网业务四大板块。公司的生产规模和供货能力位居行业前列。截至目前公司共参与国行标起草117项，其中国际标准1项、国家标准27项、国家军用标准11项，行标78项；117项标准中已发布标准64项、在研标准53项。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
